BFN,BUS_PROF_NAME,FULL_ADDRESS,LICENSES,LIC_STATUS,ISSUE_DATE,END_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,COUNCIL_DIST,POLICE_DIST,CENSUS_TRACT,X_COORD,Y_COORD,GLOBALID
2010-BFN-1046136,EUCLID HALL BAR AND KITCHEN,1317 14TH ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-07-13 15:20:44,2017-07-07 00:00:00,54003,1317 14th St,,Denver,CO,,9,6,1701,3140565,1697633,{00000000-0000-0000-0000-000000000000}
2001-BFN-53129,STOP N SHOP,2331 E 46TH AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2015-11-12 11:22:35,2016-12-20 00:00:00,261156,2331 E 46th Ave,,Denver,CO,,9,2,3500,3152073,1709560,{00000000-0000-0000-0000-000000000000}
2002-BFN-63537,DENVER CHOPHOUSE & BREWERY,1735 19TH STSUITE 100 ,LIQUOR - BREW PUB AND CABARET,LICENSE ISSUED - ACTIVE,2016-04-20 11:36:29,2017-05-29 00:00:00,43532,1735 19th St,,Denver,CO,,9,6,1701,3141318,1700271,{00000000-0000-0000-0000-000000000000}
2010-BFN-1048848,HAYTER'S & CO,1920 BLAKE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-07-19 09:08:59,2017-08-25 00:00:00,180117,1920 Blake St,,Denver,CO,,9,6,1701,3142027,1699726,{00000000-0000-0000-0000-000000000000}
2012-BFN-1062360,"CAJUN KITCHEN & BAR, INC.",4650 TOWER RDUNIT 108-110 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-11-08 09:32:34,2017-10-27 00:00:00,5333,4650 N Tower Rd,,Denver,CO,,11,5,8303,3204757,1710207,{00000000-0000-0000-0000-000000000000}
2001-BFN-63363,MY WINE & SPIRIT SHOPPE,2741 WELTON ST,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2016-08-29 10:48:45,2017-08-20 00:00:00,43039,2741 Welton St,,Denver,CO,,9,2,2403,3146901,1700525,{00000000-0000-0000-0000-000000000000}
2014-BFN-1071541,DELECTABLE EGG,1642 MARKET ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-06-13 09:17:38,2017-06-29 00:00:00,353220,1642 Market St,,Denver,CO,,9,6,1701,3141338,1698637,{00000000-0000-0000-0000-000000000000}
2013-BFN-1069072,STAYBRIDGE SUITES DENVER STAPLETON,8101 E NORTHFIELD BLVD,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-01-20 07:11:09,2017-01-29 00:00:00,394038,8101 E Northfield Blvd,,Denver,CO,,8,5,4105,3170283,1711719,{00000000-0000-0000-0000-000000000000}
2001-BFN-85247,BROOKLYN'S AT THE PEPSI CENTER,901 AURARIA PKWY,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-09-28 12:34:05,2017-10-21 00:00:00,54171,901 Auraria Pkwy,,Denver,CO,,9,1,1900,3138468,1697354,{00000000-0000-0000-0000-000000000000}
2014-BFN-1072129,THE REFINERY,1932 BLAKE ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-07-18 17:25:14,2017-07-30 00:00:00,172402,1932 Blake St,,Denver,CO,,9,6,1701,3142066,1699775,{00000000-0000-0000-0000-000000000000}
2009-BFN-1043013,7-ELEVEN STORE 23293A,1800 DOWNING ST,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-02-02 10:25:37,2017-03-04 00:00:00,57346,1800 N Downing St,,Denver,CO,,9,6,3102,3148199,1696681,{00000000-0000-0000-0000-000000000000}
2015-BFN-0006874,RAILYARD LIQUORS INC DBA PARK AVENUE WINE & SPIRITS,3480 PARK AVE,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2015-10-14 00:00:00,2016-10-14 00:00:00,186869,3480 Park Ave W,,Denver,CO,,9,1,1500,3142322,1704085,{00000000-0000-0000-0000-000000000000}
2002-BFN-93636,DANDY DANS,214 S FEDERAL BLVD,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-02-19 10:04:26,2017-03-14 00:00:00,,,,,,,7,4,1000,3133723,1684831,{00000000-0000-0000-0000-000000000000}
2008-BFN-1032186,BILLY'S INN,4403 LOWELL BLVD,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-05-24 11:51:25,2017-06-26 00:00:00,27593,4403 N Lowell Blvd,,Denver,CO,,1,1,102,3130713,1708212,{00000000-0000-0000-0000-000000000000}
2009-BFN-1038852,PIZZA ALLEY,3499 W 32ND AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-03-25 14:37:47,2017-04-19 00:00:00,169049,3499 W 32nd Ave,,Denver,CO,,1,1,303,3131052,1702908,{00000000-0000-0000-0000-000000000000}
2003-BFN-1005362,LARIMER LOUNGE,2721 LARIMER ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2015-11-12 13:54:16,2016-12-18 00:00:00,43170,2721 Larimer St,,Denver,CO,,9,2,1600,3145085,1702139,{00000000-0000-0000-0000-000000000000}
2001-BFN-16148,DIAMOND SHAMROCK CORNER STORE #4079,2210 S COLORADO BLVD,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-09-23 10:44:14,2017-09-08 00:00:00,172533,2210 S Colorado Blvd,,Denver,CO,,4,3,5300,3157554,1671744,{00000000-0000-0000-0000-000000000000}
2008-BFN-1032542,SOUTHWEST WINE AND LIQUORS,8500 W CRESTLINE AVE # G-2 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-06-13 10:03:58,2017-07-21 00:00:00,351830,8500 W Crestline Ave # G-2,,Denver,CO,,2,4,12010,3114607,1650075,{00000000-0000-0000-0000-000000000000}
2013-BFN-1066854,AVIATORS SPORTS BAR & BAR-B-QUE,8900 PENA BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2015-12-29 10:14:57,2017-01-07 00:00:00,158181,8900 Pena Blvd,,Denver,CO,,11,7,8313,3231979,1738721,{00000000-0000-0000-0000-000000000000}
2008-BFN-1033126,THE PIONEER,2401 S UNIVERSITY BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-07-15 08:42:40,2017-08-17 00:00:00,,,,,,,6,3,3004,3152084,1670404,{00000000-0000-0000-0000-000000000000}
2012-BFN-1060959,VIEJO LIQUOR,3935 QUEBEC ST,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2016-07-18 17:02:04,2017-07-14 00:00:00,11214,3935 N Quebec St,,Denver,CO,,8,2,4102,3167591,1706499,{00000000-0000-0000-0000-000000000000}
2001-BFN-47746,SKYLARK LOUNGE,140 S BROADWAY ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2015-11-23 15:31:08,2016-12-31 00:00:00,81304,140 S Broadway,,Denver,CO,,7,3,2802,3144280,1685259,{00000000-0000-0000-0000-000000000000}
2013-BFN-1067076,LA BELLE ROSETE,2423 S UNIVERSITY BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-25 08:21:39,2017-02-02 00:00:00,113525,2423 S University Blvd,,Denver,CO,,6,3,3004,3152084,1670330,{00000000-0000-0000-0000-000000000000}
2008-BFN-1031946,TAXI COMMISSARY,3455 RINGSBY CTUNIT 105 ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-09-21 00:00:00,2017-08-15 00:00:00,,,,,,,9,1,1500,3145658,1706436,{00000000-0000-0000-0000-000000000000}
2012-BFN-1060083,7-ELEVEN STORE 35511A,4990 E HAMPDEN AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-09-26 13:51:40,2017-10-22 00:00:00,151415,4990 E Hampden Ave,,Denver,CO,,4,3,4004,3160669,1663141,{00000000-0000-0000-0000-000000000000}
2001-BFN-85424,RITCHIE CENTER,2250 E JEWELL AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-09-28 09:38:49,2017-09-11 00:00:00,172480,2250 E Jewell Ave,,Denver,CO,,6,3,3003,3151753,1673862,{00000000-0000-0000-0000-000000000000}
2013-BFN-1067510,MY GOODS MARKET #6517,4785 FEDERAL BLVD,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-09-28 09:04:03,2017-11-22 00:00:00,30212,4785 N Federal Blvd,,Denver,CO,,1,1,102,3133322,1710640,{00000000-0000-0000-0000-000000000000}
2014-BFN-1072482,STONES ON 32ND,3211 N PECOS ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-04-15 09:54:47,2016-12-17 00:00:00,44859,3211 N Pecos St,,Denver,CO,,1,1,1102,3138665,1702900,{00000000-0000-0000-0000-000000000000}
2006-BFN-1020932,VITA RESTAURANT,1575 BOULDER STSUITE A ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-08-17 12:15:02,2017-09-18 00:00:00,,,,,,,1,1,402,3137486,1701805,{00000000-0000-0000-0000-000000000000}
2016-BFN-0004171,INK LOUNGE INCORPORATED,29 S FOX ST,LIQUOR - ART GALLERY PERMIT,LICENSE ISSUED - ACTIVE,2016-07-19 00:00:00,2017-07-19 00:00:00,80180,29 S Fox St,,Denver,CO,,7,3,2100,3141972,1686145,{00000000-0000-0000-0000-000000000000}
2006-BFN-1019602,ANTHONYS PIZZA & PASTA,16221 E 40TH AVE UNIT C ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-23 12:28:21,2017-05-09 00:00:00,264052,16221 E 40th Ave Unit C,,Denver,CO,,11,5,8303,3197151,1707318,{00000000-0000-0000-0000-000000000000}
2016-BFN-0001091,TORCHY'S TACOS,8281 E NORTHFIELD BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-06-01 09:44:21,2017-05-30 00:00:00,491344,8281 E Northfield Blvd,,Denver,CO,,8,5,4105,3170801,1711787,{00000000-0000-0000-0000-000000000000}
2012-BFN-1063708,SALT & GRINDER,3609 W 32ND AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-16 10:00:50,2017-06-03 00:00:00,168543,3609 W 32nd Ave,,Denver,CO,,1,1,303,3130741,1702907,{00000000-0000-0000-0000-000000000000}
2013-BFN-1067755,NOODLES,2076 S UNIVERSITY BLVDUNIT A ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-04-12 00:00:00,2017-01-24 00:00:00,223856,2076 S University Blvd,,Denver,CO,,6,3,4005,3152234,1672579,{00000000-0000-0000-0000-000000000000}
2008-BFN-1033479,SKYLINE CHAPTER AMERICAN GI FORUM,158 S FEDERAL BLVD,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2016-08-25 11:23:21,2017-09-28 00:00:00,76987,158 S Federal Blvd,,Denver,CO,,7,4,1000,3133715,1685245,{00000000-0000-0000-0000-000000000000}
2016-BFN-0005839,OUR LADY OF LOURDES,2256 S LOGAN ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2016-09-15 09:33:09,2017-09-15 00:00:00,113775,2256 S Logan St,,Denver,CO,,6,3,3002,3145717,1671401,{00000000-0000-0000-0000-000000000000}
2014-BFN-1072707,HAMPDEN PLAZA LIQUORS,10017 E HAMPDEN AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-07-11 13:04:39,2017-07-28 00:00:00,181902,10017 E Hampden Ave,,Denver,CO,,4,3,6814,3177137,1663520,{00000000-0000-0000-0000-000000000000}
2003-BFN-1005206,BARRY'S ON BROADWAY LLC,58 N BROADWAY ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-03-18 16:49:25,2017-04-19 00:00:00,250803,58 N Broadway,,Denver,CO,,7,3,2802,3144223,1686708,{00000000-0000-0000-0000-000000000000}
2015-BFN-0000857,THERE DENVER,3254 N NAVAJO ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-25 15:00:41,2017-06-14 00:00:00,458367,3254 N Navajo St,,Denver,CO,,1,1,1102,3139444,1703230,{00000000-0000-0000-0000-000000000000}
2001-BFN-2503,STOCKYARDS INN,4701 MARION ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-09-26 11:56:47,2017-10-29 00:00:00,35327,4701 N Marion St,,Denver,CO,,9,2,3500,3148161,1710414,{00000000-0000-0000-0000-000000000000}
2014-BFN-0005307,PHO DUY,925 S FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-10 11:15:46,2017-02-22 00:00:00,94268,925 S Federal Blvd,,Denver,CO,,3,4,4502,3133485,1680157,{00000000-0000-0000-0000-000000000000}
2006-BFN-1022843,7-ELEVEN STORE 24359A,2410 S UNIVERSITY BLVD,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2015-11-06 16:02:03,2016-12-11 00:00:00,110598,2410 S University Blvd,,Denver,CO,,6,3,4006,3152288,1670393,{00000000-0000-0000-0000-000000000000}
2002-BFN-55799,BAR AND BARBEQUE LEVEL 5 T5-17,8800 FEDERICO PENA BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-02-29 09:42:28,2017-04-04 00:00:00,221153,8400 Pena Blvd,,Denver,CO,,11,7,8313,3231977,1735292,{00000000-0000-0000-0000-000000000000}
2014-BFN-1072659,PARK BURGER,2615 WALNUT ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-07-13 15:30:49,2017-07-10 00:00:00,346300,2615 Walnut St,,Denver,CO,,9,2,1600,3144496,1701958,{00000000-0000-0000-0000-000000000000}
2015-BFN-0004115,CHOW,3570 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-09-07 13:26:50,2017-10-06 00:00:00,486550,3570 E Colfax Ave,,Denver,CO,,10,2,3703,3155972,1694877,{00000000-0000-0000-0000-000000000000}
2008-BFN-1033268,CAFFE SANORA,1201 E COLFAX AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-10-17 14:15:38,2017-10-06 00:00:00,178479,1201 E Colfax Ave,,Denver,CO,,9,6,3102,3148543,1694998,{00000000-0000-0000-0000-000000000000}
2003-BFN-1004336,KING SOOPERS #93,2810 QUEBEC ST,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-04-29 14:11:20,2017-06-04 00:00:00,,,,,,,8,5,4105,3168173,1701026,{00000000-0000-0000-0000-000000000000}
2005-BFN-1016684,WINES OFF WYNKOOP,1610 16TH ST UNIT# D ,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2011-09-16 00:00:00,2014-09-02 00:00:00,,,,,,,9,6,1701,3140358,1699022,{00000000-0000-0000-0000-000000000000}
2014-BFN-0005378,WEE KATIE'S,3358 MARIPOSA ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-03-01 16:12:05,2017-02-25 00:00:00,261470,3358 N Mariposa St,,Denver,CO,,1,1,1102,3139799,1703633,{00000000-0000-0000-0000-000000000000}
2005-BFN-1018386,PAT'S DOWNTOWN BAR & GRILL,1624 MARKET ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-07-13 15:13:09,2017-06-08 00:00:00,,,,,,,9,6,1701,3141354,1698569,{00000000-0000-0000-0000-000000000000}
2010-BFN-1050957,THE MATCHBOX,2625 LARIMER ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-01-25 08:30:56,2017-02-02 00:00:00,43205,2625 Larimer St,,Denver,CO,,9,2,1600,3144765,1701816,{00000000-0000-0000-0000-000000000000}
2015-BFN-0001303,BAR DOUGH,2227 W 32ND AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-08-17 10:06:13,2017-09-15 00:00:00,44781,2227 W 32nd Ave,,Denver,CO,,1,1,402,3136775,1702860,{00000000-0000-0000-0000-000000000000}
2007-BFN-1026877,CREPES 'N CREPES,1512 LARIMER ST UNIT 6R ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-09-20 10:15:08,2017-10-10 00:00:00,270128,1512 Larimer St Unit 6R,,Denver,CO,,9,6,1701,3141264,1697908,{00000000-0000-0000-0000-000000000000}
2007-BFN-1030776,BETA NIGHTCLUB,1909 BLAKE ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-03-16 08:37:47,2017-04-17 00:00:00,43492,1909 Blake St,,Denver,CO,,9,6,1701,3141827,1699817,{00000000-0000-0000-0000-000000000000}
2015-BFN-0005362,W XYZ BAR & ALOFT DENVER DOWNTOWN,800 15TH ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-03-09 15:05:24,2017-03-07 00:00:00,55261,800 15th St,,Denver,CO,,9,6,1702,3142080,1696617,{00000000-0000-0000-0000-000000000000}
2010-BFN-1046372,THE SUMMIT MUSIC HALL,1902 BLAKE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-04-29 14:43:28,2017-06-07 00:00:00,43511,1902 Blake St,,Denver,CO,,9,6,1701,3141975,1699673,{00000000-0000-0000-0000-000000000000}
2013-BFN-1064692,THE ABBEY TAVERN,5151 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-03-07 15:47:59,2017-04-17 00:00:00,365200,5151 E Colfax Ave,,Denver,CO,,8,2,4201,3160914,1695111,{00000000-0000-0000-0000-000000000000}
2012-BFN-1058877,RITZ-CARLTON DENVER,1881 CURTIS ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-06-07 11:18:04,2017-05-28 00:00:00,183907,1881 Curtis St,,Denver,CO,,9,6,1702,3142939,1698423,{00000000-0000-0000-0000-000000000000}
2014-BFN-1072813,AVANTI FOOD AND BEVERAGE,3200 PECOS ST,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-01-27 12:13:49,2017-03-04 00:00:00,44099,3200 N Pecos St,,Denver,CO,,1,1,1102,3138786,1702869,{00000000-0000-0000-0000-000000000000}
2011-BFN-1052286,IGNITE BURGERS & BAR,2124 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2015-11-12 11:45:51,2016-12-18 00:00:00,378967,2124 Larimer St,,Denver,CO,,9,6,1600,3143189,1699998,{00000000-0000-0000-0000-000000000000}
2002-BFN-70739,THE CHERRY TOMATO,4645 E 23RD AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-06 12:40:59,2017-06-08 00:00:00,246476,4645 E 23rd Ave,,Denver,CO,,8,2,4103,3159408,1699001,{00000000-0000-0000-0000-000000000000}
2007-BFN-1030399,BROTHERS BBQ VIII,4645 W COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-25 11:41:47,2017-02-10 00:00:00,,,,,,,1,1,701,3127344,1695004,{00000000-0000-0000-0000-000000000000}
2014-BFN-1074651,POSTINO LOHI,2715 17TH UNIT 101 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-05 16:17:23,2017-02-12 00:00:00,44899,2715 17th St,,Denver,CO,,1,1,1102,3137625,1702633,{00000000-0000-0000-0000-000000000000}
2007-BFN-1026755,MONROE LIQUOR,3600 E COLFAX AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-08-02 16:10:42,2017-09-11 00:00:00,225273,3600 E Colfax Ave,,Denver,CO,,10,2,3703,3156148,1694863,{00000000-0000-0000-0000-000000000000}
2001-BFN-81101,STREETS OF LONDON PUB,1501 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-08-29 14:01:34,2017-09-15 00:00:00,246497,1501 E Colfax Ave,,Denver,CO,,9,6,3102,3149187,1694928,{00000000-0000-0000-0000-000000000000}
2008-BFN-1034488,SUN LIQUORS,1630 E BRUCE RANDOLPH AVE,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2016-09-16 11:09:14,2017-10-21 00:00:00,246307,1630 E Bruce Randolph Ave,,Denver,CO,,9,2,3601,3149639,1703737,{00000000-0000-0000-0000-000000000000}
2012-BFN-1063197,THE GOOD SON TAPHAUS,2550 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-05 11:02:14,2017-02-11 00:00:00,228643,2550 E Colfax Ave,,Denver,CO,,10,2,3702,3152822,1694880,{00000000-0000-0000-0000-000000000000}
2001-BFN-5803,LA LOMA RESTAURANT,2527 W 26TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2015-11-06 14:38:14,2016-12-15 00:00:00,246428,2527 W 26th Ave,,Denver,CO,,1,1,600,3135433,1700292,{00000000-0000-0000-0000-000000000000}
2005-BFN-1018191,TAQUERIA PATZCUARO INC,2616 W 32ND AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-29 10:13:44,2017-03-07 00:00:00,47773,2616 W 32nd Ave,,Denver,CO,,1,1,402,3135103,1702762,{00000000-0000-0000-0000-000000000000}
2006-BFN-1023747,QUEEN OF SHEBA ETHIOPIAN RESTAURANT,7225 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-06-29 16:37:35,2017-06-21 00:00:00,246290,7225 E Colfax Ave,,Denver,CO,,8,2,4202,3167471,1695127,{00000000-0000-0000-0000-000000000000}
2003-BFN-1005221,SPATOLA RISTORANTE ITALIANO INC.,3434 W 32ND AVEUNIT C ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-04 15:06:07,2016-12-18 00:00:00,264047,3434 W 32nd Ave Unit C,,Denver,CO,,1,1,303,3131252,1702735,{00000000-0000-0000-0000-000000000000}
2016-BFN-0000638,VAGO STORES,500 16TH STUNIT 136 ,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2016-02-12 00:00:00,2017-02-12 00:00:00,264565,500 16th St Unit 136,,Denver,CO,,9,6,1702,3143046,1696397,{00000000-0000-0000-0000-000000000000}
2011-BFN-1053028,MEAD ST STATION,3625 W 32ND AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-07-07 11:11:17,2017-07-07 00:00:00,48956,3625 W 32nd Ave,,Denver,CO,,1,1,303,3130650,1702906,{00000000-0000-0000-0000-000000000000}
2013-BFN-1067513,MY GOODS MARKET #6547,1500 7TH ST,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-08-29 16:25:07,2017-09-22 00:00:00,158093,1500 7th St,,Denver,CO,,9,1,1900,3137663,1696812,{00000000-0000-0000-0000-000000000000}
2002-BFN-5974,COLO TICKS CLUB,2656 CURTIS ST,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2015-12-14 11:48:13,2016-12-31 00:00:00,43090,2656 Curtis St,,Denver,CO,,9,2,1600,3145779,1701071,{00000000-0000-0000-0000-000000000000}
2014-BFN-1074718,UNION LODGE NO. 1,1543 CHAMPA STSUITE 101 ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-11-28 14:00:21,2017-11-30 00:00:00,381438,1543 Champa St Ste 101,,Denver,CO,,9,6,1702,3142112,1697105,{00000000-0000-0000-0000-000000000000}
2003-BFN-1006011,IRISH SNUG,1201 E COLFAX AVESUITE 100 ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2015-12-29 11:41:44,2017-01-12 00:00:00,,,,,,,9,6,3102,3148543,1694998,{00000000-0000-0000-0000-000000000000}
2004-BFN-1007854,THE 9TH DOOR,1808 BLAKE ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-09-29 00:00:00,2017-01-27 00:00:00,53860,1808 Blake St,,Denver,CO,,9,6,1701,3141636,1699343,{00000000-0000-0000-0000-000000000000}
2013-BFN-1069523,CART DRIVER,2500 LARIMER STUNIT 100 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-02-09 15:31:48,2017-03-19 00:00:00,465961,2500 Larimer St Unit 100,,Denver,CO,,9,2,1600,3144439,1701257,{00000000-0000-0000-0000-000000000000}
2008-BFN-1032608,JD'S NEIGHBORHOOD BAR,2001 W 48TH AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-09-07 11:37:52,2017-10-06 00:00:00,24955,2001 W 48th Ave,,Denver,CO,,1,1,201,3137277,1710829,{00000000-0000-0000-0000-000000000000}
2014-BFN-1074046,UPTOWN WINES BEERS & SPIRITS,1936 N PENNSYLVANIA ST,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2014-06-11 00:00:00,2015-06-11 00:00:00,166504,1936 N Pennsylvania St,,Denver,CO,,10,6,2602,3146086,1697343,{00000000-0000-0000-0000-000000000000}
2010-BFN-1050325,ANGEL'S LIQUOR,6500 E SMITH RD,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2016-01-19 10:04:26,2017-02-23 00:00:00,11242,6500 E Smith Rd,,Denver,CO,,8,2,4102,3165217,1706881,{00000000-0000-0000-0000-000000000000}
2015-BFN-0005805,MARK BRADSHAW,3744 N TEJON ST,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2015-09-02 00:00:00,2016-09-02 00:00:00,354095,3744 N Tejon St,,Denver,CO,,1,1,1102,3137441,1705297,{00000000-0000-0000-0000-000000000000}
2015-BFN-0003006,BIRYANIPOT DENVER INDIAN CUISINE,3157 W 38TH ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-11-22 00:00:00,2017-10-16 00:00:00,31208,3127 W 38th Ave,,Denver,CO,,1,1,301,3132590,1705566,{00000000-0000-0000-0000-000000000000}
2002-BFN-94542,SINGER'S LIQUOR,3649 W 44TH AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-07-14 16:14:47,2017-08-16 00:00:00,261485,3649 W 44th Ave,,Denver,CO,,1,1,102,3130544,1708235,{00000000-0000-0000-0000-000000000000}
2012-BFN-1063681,THE WHITTIER,2000 E 28TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-03-07 15:43:30,2017-04-16 00:00:00,350800,2000 E 28th Ave,,Denver,CO,,9,2,2300,3150917,1701018,{00000000-0000-0000-0000-000000000000}
2012-BFN-1063900,WAFFLE BROTHERS,1707 LAFAYETTE ST,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-02-11 16:08:35,2017-01-29 00:00:00,57469,1707 N Lafayette St,,Denver,CO,,9,6,3102,3148730,1696132,{00000000-0000-0000-0000-000000000000}
